country,year,quarter,date_q,profit_share,inflation_total,inflation_energy,unemployment_rate,ulc_index,ulc_yoy,gdp_real,gdp_yoy
FR,2022,1,2022-01-01,30.81,4.2,21.3,7.366666666666667,104.909,4.492076614308904,631683.7,4.718157987091676
FR,2022,2,2022-04-01,30.45,5.9,27.7,7.5,104.909,4.492076614308904,634331.4,3.905680654991106
FR,2022,3,2022-07-01,30.68,6.533333333333333,24.933333333333334,7.2,104.909,4.492076614308904,637815.9,1.4370043081820327
FR,2022,4,2022-10-01,31,6.966666666666667,22.433333333333334,7.166666666666667,104.909,4.492076614308904,640100.3,1.2468493833214023
FR,2023,1,2023-01-01,31.63,7,16.333333333333336,7.1,108.88,3.7851852557931,640584.2,1.4090121369286557
FR,2023,2,2023-04-01,33.47,6.066666666666666,8.4,7.3,108.88,3.7851852557931,646268.6,1.8818554465378723
FR,2023,3,2023-07-01,33.14,5.5,6.966666666666667,7.4,108.88,3.7851852557931,647780.4,1.562284665528102
FR,2023,4,2023-10-01,33.32,4.166666666666666,5.1,7.533333333333333,108.88,3.7851852557931,650514.4,1.626948151719354
FR,2024,1,2024-01-01,32.38,3,8.133333333333333,7.5,111.82,2.7002204261572293,651223,1.66079650419102
FR,2024,2,2024-04-01,31.63,2.5,7.833333333333333,7.4,111.82,2.7002204261572293,652586.3,0.9775656747055494
FR,2024,3,2024-07-01,32.71,2.1,9.233333333333334,7.433333333333334,111.82,2.7002204261572293,655069.4,1.125227005942131
FR,2024,4,2024-10-01,32.12,1.7,6,7.266666666666667,111.82,2.7002204261572293,654882.8,0.6715300998717311
FR,2025,1,2025-01-01,31.66,1.2,-1.8333333333333335,7.466666666666667,113.402,1.4147737435163732,655701.3,0.6876753431620308
FR,2025,2,2025-04-01,31.14,0.8,-5.533333333333333,7.566666666666666,113.402,1.4147737435163732,657906.2,0.8152025257042395
FR,2025,3,2025-07-01,31.47,0.9333333333333333,-7.7,7.733333333333333,113.402,1.4147737435163732,661488.4,0.9798961758860969
